ScenarioID,ScenarioName,GCM,LUC,Iteration,Timestep,SecondaryStratumID,StockGroupID,Amount
134,Historical,Historical,Historical,1,2020,Nevada,Biomass: Total,105907887.57471749
134,Historical,Historical,Historical,1,2020,Montana,Biomass: Total,837251836.7919651
134,Historical,Historical,Historical,1,2020,Arizona,Biomass: Total,106957300.92517416
135,BAU CanESM2,CanESM2,BAU,1,2020,Idaho,Biomass: Total,757763749.2769107
135,BAU CanESM2,CanESM2,BAU,1,2020,New Mexico,Biomass: Total,241049051.11351717
135,BAU CanESM2,CanESM2,BAU,1,2020,California,Biomass: Total,1016813274.4066056
135,BAU CanESM2,CanESM2,BAU,1,2020,Oregon,Biomass: Total,1238031376.3982975
135,BAU CanESM2,CanESM2,BAU,1,2020,Washington,Biomass: Total,1170447844.2997873
135,BAU CanESM2,CanESM2,BAU,1,2020,Utah,Biomass: Total,280271739.42808276
135,BAU CanESM2,CanESM2,BAU,1,2020,Colorado,Biomass: Total,558209176.4159801
135,BAU CanESM2,CanESM2,BAU,1,2020,Wyoming,Biomass: Total,275676913.0377469
135,BAU CanESM2,CanESM2,BAU,1,2020,Nevada,Biomass: Total,105907887.56707636
135,BAU CanESM2,CanESM2,BAU,1,2020,Montana,Biomass: Total,837251836.8043582
135,BAU CanESM2,CanESM2,BAU,1,2020,Arizona,Biomass: Total,106957300.92357177
135,BAU CanESM2,CanESM2,BAU,1,2021,Idaho,Biomass: Total,763071669.5913945
135,BAU CanESM2,CanESM2,BAU,1,2021,New Mexico,Biomass: Total,248994709.2716986
135,BAU CanESM2,CanESM2,BAU,1,2021,California,Biomass: Total,1017467468.7448196
135,BAU CanESM2,CanESM2,BAU,1,2021,Oregon,Biomass: Total,1237762532.7189236
135,BAU CanESM2,CanESM2,BAU,1,2021,Washington,Biomass: Total,1177061372.0818927
135,BAU CanESM2,CanESM2,BAU,1,2021,Utah,Biomass: Total,287007441.5138569
135,BAU CanESM2,CanESM2,BAU,1,2021,Colorado,Biomass: Total,572105558.5884861
135,BAU CanESM2,CanESM2,BAU,1,2021,Wyoming,Biomass: Total,280665124.6849785
135,BAU CanESM2,CanESM2,BAU,1,2021,Nevada,Biomass: Total,109053049.6541213
135,BAU CanESM2,CanESM2,BAU,1,2021,Montana,Biomass: Total,849893958.4771935
135,BAU CanESM2,CanESM2,BAU,1,2021,Arizona,Biomass: Total,108880063.33549207
135,BAU CanESM2,CanESM2,BAU,1,2022,Idaho,Biomass: Total,772470649.3152897
135,BAU CanESM2,CanESM2,BAU,1,2022,New Mexico,Biomass: Total,254142614.22027045
135,BAU CanESM2,CanESM2,BAU,1,2022,California,Biomass: Total,1043413172.6500541
135,BAU CanESM2,CanESM2,BAU,1,2022,Oregon,Biomass: Total,1243041202.744839
135,BAU CanESM2,CanESM2,BAU,1,2022,Washington,Biomass: Total,1178399937.6211133
135,BAU CanESM2,CanESM2,BAU,1,2022,Utah,Biomass: Total,297533521.62599736
135,BAU CanESM2,CanESM2,BAU,1,2022,Colorado,Biomass: Total,578240192.3161144
135,BAU CanESM2,CanESM2,BAU,1,2022,Wyoming,Biomass: Total,285238475.8370246
135,BAU CanESM2,CanESM2,BAU,1,2022,Nevada,Biomass: Total,115691304.14553697
135,BAU CanESM2,CanESM2,BAU,1,2022,Montana,Biomass: Total,863347440.9053072
135,BAU CanESM2,CanESM2,BAU,1,2022,Arizona,Biomass: Total,113673885.00968245
135,BAU CanESM2,CanESM2,BAU,1,2023,Idaho,Biomass: Total,770944840.8269895
135,BAU CanESM2,CanESM2,BAU,1,2023,New Mexico,Biomass: Total,267198001.23641035
135,BAU CanESM2,CanESM2,BAU,1,2023,California,Biomass: Total,1020407831.8395727
135,BAU CanESM2,CanESM2,BAU,1,2023,Oregon,Biomass: Total,1232938145.7984257
135,BAU CanESM2,CanESM2,BAU,1,2023,Washington,Biomass: Total,1171722361.6282978
135,BAU CanESM2,CanESM2,BAU,1,2023,Utah,Biomass: Total,303940452.79489535
135,BAU CanESM2,CanESM2,BAU,1,2023,Colorado,Biomass: Total,594496837.3414438
135,BAU CanESM2,CanESM2,BAU,1,2023,Wyoming,Biomass: Total,288982335.5331809
135,BAU CanESM2,CanESM2,BAU,1,2023,Nevada,Biomass: Total,116713197.93137448
135,BAU CanESM2,CanESM2,BAU,1,2023,Montana,Biomass: Total,865318435.1837752
135,BAU CanESM2,CanESM2,BAU,1,2023,Arizona,Biomass: Total,117220859.72770528
135,BAU CanESM2,CanESM2,BAU,1,2024,Idaho,Biomass: Total,777469586.722483
135,BAU CanESM2,CanESM2,BAU,1,2024,New Mexico,Biomass: Total,268021613.39404398
135,BAU CanESM2,CanESM2,BAU,1,2024,California,Biomass: Total,1002438847.9823647
135,BAU CanESM2,CanESM2,BAU,1,2024,Oregon,Biomass: Total,1216160672.20992
135,BAU CanESM2,CanESM2,BAU,1,2024,Washington,Biomass: Total,1167434342.6526053
135,BAU CanESM2,CanESM2,BAU,1,2024,Utah,Biomass: Total,303667414.2549714
135,BAU CanESM2,CanESM2,BAU,1,2024,Colorado,Biomass: Total,590730592.1144568
135,BAU CanESM2,CanESM2,BAU,1,2024,Wyoming,Biomass: Total,289693944.72923
135,BAU CanESM2,CanESM2,BAU,1,2024,Nevada,Biomass: Total,117772665.54662852
135,BAU CanESM2,CanESM2,BAU,1,2024,Montana,Biomass: Total,873027975.3278136
135,BAU CanESM2,CanESM2,BAU,1,2024,Arizona,Biomass: Total,115468660.76496032
135,BAU CanESM2,CanESM2,BAU,1,2025,Idaho,Biomass: Total,772880645.0898998
135,BAU CanESM2,CanESM2,BAU,1,2025,New Mexico,Biomass: Total,278390243.5973317
135,BAU CanESM2,CanESM2,BAU,1,2025,California,Biomass: Total,975936149.3926742
135,BAU CanESM2,CanESM2,BAU,1,2025,Oregon,Biomass: Total,1196081508.70546
135,BAU CanESM2,CanESM2,BAU,1,2025,Washington,Biomass: Total,1156051719.5919988
135,BAU CanESM2,CanESM2,BAU,1,2025,Utah,Biomass: Total,306437978.69633484
135,BAU CanESM2,CanESM2,BAU,1,2025,Colorado,Biomass: Total,603496570.1120877
135,BAU CanESM2,CanESM2,BAU,1,2025,Wyoming,Biomass: Total,291269222.1600662
