ScenarioID,Iteration,Timestep,StockGroupID,Amount
155,1,2006,DOM: Snag Stem [Type],809186951.7834551
155,1,2006,Forestry Sector [Type],0
155,1,2006,Atmosphere [Type],-1318828172.5416732
155,1,2006,Black Carbon [Type],0
155,1,2006,Peat [Type],0
155,1,2006,Biomass: Aboveground,14440720968.240788
155,1,2006,Biomass: Belowground,3444858967.0000525
155,1,2006,Biomass: Total,17885579935.24085
155,1,2006,DOM: Aboveground,1063607955.944566
155,1,2006,DOM: Belowground,34396641693.292534
155,1,2006,DOM: Total,35460249649.2371
155,1,2006,Total Ecosystem,53345829584.47798
155,1,2006,DOM: Deadwood,2613400639.6534586
155,1,2006,DOM: Litter,2100441655.5195038
155,1,2006,DOM: Soil,30746407354.064125
155,1,2006,DOM: Standing Deadwood,1063607955.944566
155,1,2006,DOM: Down Deadwood,1549792683.7088895
155,1,2007,Atmosphere: CH4 [Type],0
155,1,2007,Atmosphere: CO2 [Type],0
155,1,2007,Atmosphere: CO [Type],0
155,1,2007,Biomass: Coarse Root [Type],3004319107.2351875
155,1,2007,Biomass: Fine Root [Type],466446237.6303441
155,1,2007,Biomass: Foliage [Type],929818303.2544026
155,1,2007,Biomass: Merchantable [Type],8977766874.682297
155,1,2007,Biomass: Other Wood [Type],4735634148.314236
155,1,2007,DOM: Aboveground Fast [Type],1229517454.7822492
155,1,2007,DOM: Aboveground Medium [Type],1321301625.1254463
155,1,2007,DOM: Aboveground Slow [Type],7024442707.433291
155,1,2007,DOM: Aboveground Very Fast [Type],868181939.9451067
155,1,2007,DOM: Belowground Fast [Type],199730141.34080356
155,1,2007,DOM: Belowground Slow [Type],23559135723.739273
155,1,2007,DOM: Belowground Very Fast [Type],143100711.29800254
155,1,2007,DOM: Black Carbon [Type],0
155,1,2007,DOM: Snag Branch [Type],257821914.67737716
155,1,2007,DOM: Snag Stem [Type],820993754.7113001
155,1,2007,Forestry Sector [Type],0
155,1,2007,Atmosphere [Type],-1511209232.233067
155,1,2007,Black Carbon [Type],0
155,1,2007,Peat [Type],0
155,1,2007,Biomass: Aboveground,14643219326.250933
155,1,2007,Biomass: Belowground,3470765344.865532
155,1,2007,Biomass: Total,18113984671.11646
155,1,2007,DOM: Aboveground,1078815669.3886771
155,1,2007,DOM: Belowground,34345410303.664177
155,1,2007,DOM: Total,35424225973.05286
155,1,2007,Total Ecosystem,53538210644.1693
155,1,2007,DOM: Deadwood,2599847435.854927
155,1,2007,DOM: Litter,2097699394.7273552
155,1,2007,DOM: Soil,30726679142.470585
155,1,2007,DOM: Standing Deadwood,1078815669.3886771
155,1,2007,DOM: Down Deadwood,1521031766.4662504
155,1,2008,Atmosphere: CH4 [Type],0
155,1,2008,Atmosphere: CO2 [Type],0
155,1,2008,Atmosphere: CO [Type],0
155,1,2008,Biomass: Coarse Root [Type],3051576377.017868
155,1,2008,Biomass: Fine Root [Type],478529120.88599104
155,1,2008,Biomass: Foliage [Type],954987320.4671775
155,1,2008,Biomass: Merchantable [Type],9155505188.507595
155,1,2008,Biomass: Other Wood [Type],4794569876.815509
155,1,2008,DOM: Aboveground Fast [Type],1230036591.1342533
155,1,2008,DOM: Aboveground Medium [Type],1299449208.2713687
155,1,2008,DOM: Aboveground Slow [Type],7006240451.541814
155,1,2008,DOM: Aboveground Very Fast [Type],893120669.7325515
155,1,2008,DOM: Belowground Fast [Type],197987193.9653078
155,1,2008,DOM: Belowground Slow [Type],23551921276.709137
155,1,2008,DOM: Belowground Very Fast [Type],148897828.62969497
155,1,2008,DOM: Black Carbon [Type],0
155,1,2008,DOM: Snag Branch [Type],262982061.2200687
